name,headline,current_title,current_company,skills,location,years_experience,currently_open_to_work,github_handle,profile_url,certifications,open_source_contributor,volunteer_experience,education_level
Candidate-0280,Body development scene strong series threat. Another total car nice. Talk left let picture describe evening risk painting.,Software Engineer,"Williams, Lopez and Phillips",angular;aws;c++;django;go;python;redis;ruby;vue,"Maryton, Antarctica (the territory South of 60 deg S)",4.0,,github.com/garciatodd,linkedin.com/in/laurie46,,,,MSc
Candidate-0281,NoSQL Developer with experience in managing and scaling NoSQL databases like MongoDB and DynamoDB. Proficient in JavaScript and database optimization.,Nosql Developer,Page Ltd,c++;django;google cloud;javascript;mongodb;nosql,"Port Diana, Singapore",5.0,,github.com/cdominguez,linkedin.com/in/christina05,,,,BSc
Candidate-0282,"Analytical Data Scientist with a passion for machine learning, statistical analysis, and data-driven decision making. Experienced with Python, R, and modern data visualization tools.",Data Scientist,Williams-Heath,angular;c++;go;google cloud;mysql;oracle;python;spring,"West Leviton, Estonia",6.0,,github.com/jesse27,linkedin.com/in/ramosmark,,,,MSc
Candidate-0283,"React Native Developer specializing in cross-platform mobile app development. Proficient in React, JavaScript, and building high-performance mobile applications.",React Native Developer,"Ramsey, Huerta and Garcia",google cloud;mysql;node.js;react native;ruby;spring,"Lake Theresa, Faroe Islands",6.0,,github.com/gcaldwell,linkedin.com/in/anita39,,,,MSc
Candidate-0284,"Creative Web Developer with a passion for building responsive and user-friendly web applications. Proficient in HTML, CSS, JavaScript, and front-end frameworks like React.",Web Developer,Johnson-Collier,azure;c#;java;javascript;node.js;oracle;postgresql;react;ruby;vue,"Mooneyfurt, Finland",6.0,,github.com/susan91,linkedin.com/in/steventucker,,,,MSc
Candidate-0285,"Java Developer with experience in various technologies such as Spring MVC, Hibernate, JDBC, Java, J2EE, AzureWeb SunTechnologies Services, JSP, Struts, Servlet, RestApi, JavaScript, AJAX, HTML, JSON, PHP, MsSQL, MySQL, Oracle, ApacheTomcatServer, OnesignalWebPushNotifications, AzurewebServices, IONIC, HTML, JSON, WindowsServer2012R2, WinXP/7/8.1/10, Linux, Mac OS.",Java Developer,Replete business solutions pvt ltd,azureweb suntechnologies services;azurewebservices;hibernate;java;javascript;jdbc;mssql;mysql;oracle;php;spring mvc,"Nashik, India",,,,,,,,BE
Candidate-0286,"Kubernetes Engineer with experience in container orchestration and managing Kubernetes clusters. Skilled in Docker, Kubernetes, and cloud services.",Kubernetes Engineer,Christian Ltd,angular;azure;c++;flask;java;python;redis,"West Blake, Monaco",,,github.com/maxwellcharles,linkedin.com/in/garygriffin,,,,MSc
Candidate-0287,Innovative JavaScript Developer with extensive experience in front-end frameworks and building interactive user interfaces using React and Angular.,Javascript Developer,Gonzales Ltd,c++;google cloud;javascript;mongodb;node.js;python;ruby,"Hamptonshire, Sierra Leone",6.0,,github.com/sara13,linkedin.com/in/brian29,,,,MSc
Candidate-0288,Detail-oriented Java Developer specializing in backend systems and microservices architecture. Skilled in Spring Boot and designing robust enterprise solutions.,Java Developer,Ross PLC,angular;aws;java;postgresql;python;redis;vue,"Millsport, Jersey",5.0,,github.com/jessica63,linkedin.com/in/craigcraig,,,,BSc
Candidate-0289,"Analytical Data Scientist with a passion for machine learning, statistical analysis, and data-driven decision making. Experienced with Python, R, and modern data visualization tools.",Data Scientist,Smith-Harris,aws;go;postgresql;python;react,"New Toddmouth, Zambia",3.0,,github.com/patrickwilliams,linkedin.com/in/clarence25,,,,MSc
Candidate-0290,,Python Developer,Atos Syntel,django;html5;mysql;python;rest api,"Pune, India",,,,,,,,Bachelor of Engineering
Candidate-0291,"SQL Developer specializing in writing optimized SQL queries and database management. Skilled in database design, normalization, and performance tuning.",Sql Developer,"Mckee, Hart and Peters",angular;django;flask;google cloud;javascript;mongodb;postgresql;sql,"Lake Shaun, Bahrain",2.0,,github.com/harringtonsarah,linkedin.com/in/jdunn,,,,BSc
Candidate-0292,"Creative Web Developer with a passion for building responsive and user-friendly web applications. Proficient in HTML, CSS, JavaScript, and front-end frameworks like React.",Web Developer,"Haynes, Page and Lane",angular;aws;c#;flask;java;javascript;mysql;vue,"Port Samanthahaven, Congo",6.0,,github.com/candacesmall,linkedin.com/in/dwalker,,,,BSc
Candidate-0293,Before health move the who strong realize. Together sister individual.,Database Engineer,"Thomas, Tran and Jones",aws;c#;c++;mongodb;oracle;python;sql;vue,"Thompsonmouth, Somalia",6.0,,github.com/matthewmiles,linkedin.com/in/xbriggs,,,,MSc
Candidate-0294,"Quality Assurance Engineer with extensive experience in testing web applications, identifying bugs, and ensuring software quality. Skilled in test automation and bug tracking tools.",Qa Engineer,Clark and Sons,aws;django;go;mysql;node.js;python;vue,"East Thomas, Venezuela",4.0,,github.com/jonathansmith,linkedin.com/in/jesse62,,,,BSc
Candidate-0295,"Analytical Data Scientist with a passion for machine learning, statistical analysis, and data-driven decision making. Experienced with Python, R, and modern data visualization tools.",Data Scientist,Yates Group,aws;c#;c++;mysql;postgresql;python;vue,"East Jessica, Uzbekistan",5.0,,github.com/garciavirginia,linkedin.com/in/joshuarobinson,,,,BSc
Candidate-0296,"Cloud Engineer with expertise in AWS cloud services, including EC2, S3, Lambda, and VPCs. Proficient in designing and deploying scalable applications in the cloud.",Cloud Engineer,King-Boone,angular;aws;c#;go;mongodb;node.js;redis;vue,"Bennettland, Monaco",3.0,,github.com/mcdonaldrose,linkedin.com/in/stricklandcharlene,,,,MSc
Candidate-0297,DevOps Engineer with experience in various programming languages and software tools.,DevOps Engineer,Parkar Consulting and Labs,aws;c;css;hibernate;html;java;javaee;javascript;jquery;mysql;pl/sql;python;spring;sql,"Pune, India",,,,,,,,B.E.
Candidate-0298,"Experienced Python Developer with a strong background in building scalable web applications and data pipelines. Proficient in Django, Flask, and RESTful API design.",Python Developer,Zavala LLC,c++;django;google cloud;mongodb;python,"Billyfort, Cameroon",6.0,,github.com/marywilkinson,linkedin.com/in/wtaylor,,,,MSc
Candidate-0299,Nice represent physical room. Others character condition if house back. Produce right southern himself create.,Frontend Developer,Olsen-Weeks,azure;c++;django;javascript;mysql;python;react;vue,"Fryeburgh, Ghana",4.0,,github.com/amberrobinson,linkedin.com/in/alejandroholmes,,,,MSc
Candidate-0300,Say benefit since. Arm hundred work personal. Morning end relationship mean he. Expect outside there care.,Frontend Developer,"Alvarez, Ware and Jordan",angular;aws;c#;flask;javascript;oracle;python;react,"North Danielleview, Qatar",1.0,,github.com/kmann,linkedin.com/in/perezmarco,,,,BSc
